"hotel id",hotel,oras,"oras ales",mappedLocations,"potrivire perfecta","protrivire partiala","potrivire primul cuvant",mapare,potrivire
OT-PROP-A-100960,Mavridis,Chalkidiki,Chalkidiki,"Agios Mamas; Agios Panteleimonas; Agios Pavlos; Chalkidiki; Dikorfo; Dionisiou; Dionisiou Beach; Eleochoria; Krini; Lakoma; Metochi; Mikri Vavdos; Mouries; Nea Flogita; Nea Gonia; Nea Iraklia; Nea Kallikratia; Nea Kerasia; Nea Moudania; Nea Plagia; Nea Rodia; Nea Silata; Nea Tenedos; Nea Triglia; Nea Triglia Beach; Neochoraki; Neromylos; Papa Aloni; Paradise; Petralona; Portaria; Portaria Beach; Portes; Rodokipos; Simantra; Sozopoli; Zografou",Chalkidiki,,,,perfecta
OT-PROP-A-100970,"Villa Irida","Heraklion, Crete","Heraklion Region - Crete","Afration; Amiras; Ano Kornias; Ano Pefkos; Ano Simi; Ano Viannos; Ano Vigla; Apostolianos; Arvi; Ayios Nikolaos; Ayios Vasilios; Chondros; Crete Island; Dermatos; Embaros; Faflagos; Gdochia; Heraklion Region - Crete; Kaimenos; Kalami; Kallithea; Kapsali; Karidi; Kastri; Kato Simi; Kato Viannos; Kato Vigles; Katofigi; Kefalovrisi; Kefalovrision; Keratokambos; Krevvatas; Loutraki; Loutrakion; Martha; Mesi; Milliarado; Milos Kostianou; Minos; Mirtos; Mouri; Mournies; Mythi; Pefkos; Pervola; Plaka; Psari Forada; Riza; Sarakinos; Sfakoura; Sikologos; Skafidia; Stavria; Tertsa; Thimianos; Thomadiano; Vachos; Vatos; Xeniakos; Xerokampos Vahou",,,"Heraklion Region - Crete",,"primul cuvant"
OT-PROP-A-100973,"Aktaion Beach Boutique Hotel",Agistri,"Agistri Island","Agistri Island; Attiki - Argosaronikos; Limenaria; Megalochori; Metokhion; Skala; Skliri",,"Agistri Island",,,partiala
OT-PROP-A-100991,"Finikas Beach Hotel",Naxos,"Naxos Island","Agia; Agia Anna; Agiassos; Agidia; Agii Pantes; Agios Arsenios; Agios Georgios; Agios Prokopios; Agios Thaleleos; Akadhimoi; Akrotiri; Aliko; Ano Potamia; Ano Sagri; Aperatos; Apollon; Argokiliotisa; Aspra Spitia; Atsipapi; Azalas; Chalkio; Cheimarros; Chilia Vrisi; Chrysostomou Monastery; Damalas; Damarionas; Danakos; Eggares; Elli; Faraklo; Filoti; Galanado; Galini; Glinado; Grotta; Kalantos; Kaloxylos; Kampos; Kanakari; Kanaki; Kastraki; Kato Potamia; Kato Sagri; Kerami; Keramoti; Kinidaros; Kleido; Koronis; Koronos; Kourounochori; Lionas; Lygaridia; Maragas; Mastorakis; Melanes; Mesi; Mesi Potamia; Mikri Vigla; Moni; Moutsouna; Myli; Myrisis; Naxos Airport; Naxos Island; Naxos Town; Orkos; Panermos; Pirgaki; Plaka; Rachi; Sifones; Skado; St . George; Stelida; Taksiarchis; Tsikkalarion; Vivlos; Vourvouria; Zoodochos Pigi",,"Naxos IslandNaxos TownNaxos Airport",,,partiala
OT-PROP-A-1010,Pandrossos,Paros,"Paros Island","Agia Irini; Aliki; Aneratza; Angeria; Chrissi Akti; Cyclades; Dhragoulas; Drios; Ekatondapiliani; Episkopiana; Kamari; Kolibithres; Kolympithres; Kostos; Lefkes; Livadia; Logaras; Marathi; Marmara; Marpissa; Naousa; Naoussa; Nea Cryssi Akti; New Golden Beach; Paraspori; Parasporos; Parikia; Paros Island; Paros National Airport; Piso Livadi; Pounta; Santa Maria; Sarakiniko",,"Paros IslandParos National Airport",,,partiala
OT-PROP-A-1010627,"Acrotel Porto Brava Luxury Villas","Sithonia, Halkidiki",Sithonia,"Agia Kiriaki; Agios Nikolaos; Aibelitsi; Azapiko; Chalkidiki; Destenika; Diaporos; Eleonas; Elia; Fteroti; Galini Agiou Nikolaou; Galini Neou Marmara; Imeri Elia; Kalamitsi; Limani Karra; Metagitsi; Neos Marmaras; Nikiti; Níkiti; Ormos Panagias; Paradeisos; Parthenonas; Pigadaki; Pirgos; Platania; Porto Koufo; Salonikiou; Sarti; Schinia; Sithonia; Sithonia; Styladario; Sykia; Sykia Beach; Toroni; Trestenika; Valti; Vourvourou",,"SithoniaSithonia",,,partiala
OT-PROP-A-101114,"Erofili Hotel and Suites",Pelion,Pelion,"Agia Paraskevi; Agios Lavrentios; Agios Onoufrios; Agria; Aidhinion; Alli Meria; Anakasia; Ano Lekhonia; Ano Volos; Ayios Lavrendios; Ayios Vlasios; Ayios Yeoryios Nileias; Dhrakia; Dimini; Dyo Revmata; Fitokos; Glafyra; Iolkos; Katichori; Kato Lekhonia; Magnisia; Makrinitsa; Melissatika; Mikrothives; Nea Anchialos; Nea Ionia; Nees Pagases; Paliouri; Pelion; Platanidia; Portaria; Sesklo; Stagiates; Thessaly; Volos; Volos - Pelion; Volos Army Airport",Pelion,,,,perfecta
OT-PROP-A-101130,"Zagori Suites",Zagori,"Ioannina - Zagorochoria","Agia Paraskevi; Agia Varvara Dematiou; Agios Georgios Dematiou; Agios Minas; Ampelos; Ano Pedina; Ano Vitsa; Anthrakitis; Aristi; Asprangeloi; Demati; Dikorfo; Dilakko; Dilofo; Dipotamo; Doliani; Elafotopos; Elati; Elatochori; Flampourari; Fragkades; Gavrisioi; Greveniti; Iliochori; Ioannina - Zagorochoria; Itea; Kaloutas; Kalyvia Elafotopou; Kapesovo; Karyes; Kastanonas; Kato Pedina; Kato Vitsa; Kavallari; Kipoi; Koukouli; Lagou; Laista; Leptokarya; Liapi; Lioumpa; Makrino; Manassis; Matsa; Mesovouni; Metamorfosi; Mikro Papigkon; Miliotades; Monodendri; Negades; Negrades; Papigkon; Petra; Petsali; Plaka Dematiou; Potamia; Skamnelli; Tristeno; Tsepelovo; Vikos; Vitsa; Voutansaioi; Vovousa; Vradeto; Vrysochori",,,,"Ioannina - Zagorochoria",mapare
OT-PROP-A-101136,"Portaria Hotel & Spa","Portaria Volos Pelion",Volos,"Agia Paraskevi; Agios Lavrentios; Agios Onoufrios; Agria; Aidhinion; Alli Meria; Anakasia; Ano Lekhonia; Ano Volos; Ayios Lavrendios; Ayios Vlasios; Ayios Yeoryios Nileias; Dhrakia; Dimini; Dyo Revmata; Fitokos; Glafyra; Iolkos; Katichori; Kato Lekhonia; Magnisia; Makrinitsa; Melissatika; Mikrothives; Nea Anchialos; Nea Ionia; Nees Pagases; Paliouri; Pelion; Platanidia; Portaria; Sesklo; Stagiates; Thessaly; Volos; Volos - Pelion; Volos Army Airport",,"VolosPortariaPelion",,,partiala
OT-PROP-A-101138,"Kritsa Gastronomy Hotel",Pelion,Pelion,"Agia Paraskevi; Agios Lavrentios; Agios Onoufrios; Agria; Aidhinion; Alli Meria; Anakasia; Ano Lekhonia; Ano Volos; Ayios Lavrendios; Ayios Vlasios; Ayios Yeoryios Nileias; Dhrakia; Dimini; Dyo Revmata; Fitokos; Glafyra; Iolkos; Katichori; Kato Lekhonia; Magnisia; Makrinitsa; Melissatika; Mikrothives; Nea Anchialos; Nea Ionia; Nees Pagases; Paliouri; Pelion; Platanidia; Portaria; Sesklo; Stagiates; Thessaly; Volos; Volos - Pelion; Volos Army Airport",Pelion,,,,perfecta
OT-PROP-A-1012,"Kipriotis Panorama Hotel","Kos, Dodecanese Islands",Dodecanese,"Agios Dimitrios; Agios Fokas; Agios Georgios; Agios Stefanos; Amaniou; Antimachia; Asfendiou; Asomatos; Dodecanese; Elaionas; Kaka Pinari; Kamari; Kampos; Kardamena; Kefalos; Kermetes; Kos Airport; Kos Island; Kos Town; Lagoudi Zia; Lampi; Linopotis; Marmari; Mastichari; Palio Pylion; Paradeisi; Platani; Platanion; Psalidi; Pyli; Tigaki; Tigkakion; Ziparion",,Dodecanese,,,partiala
OT-PROP-A-1016,"Paradise Hotel Corfu","Corfu, Ionian Islands","Ionian Islands","Acharavi; Achilleion; Afionas; Afionitika; Afra; Agia Aikaterini; Agia Anna; Agia Eleousa; Agia Paraskevi; Agia Pelagia; Agia Triada; Agii Deka; Agii Douli; Agios Athanasios; Agios Dimitrios; Agios Georgios Argyradon; Agios Georgios Armenadon; Agios Georgios Kassiopis; Agios Georgios Pagon; Agios Georgios Virou; Agios Georgis; Agios Gordios; Agios Ilias; Agios Ioannis; Agios Ioannis; Agios Ioannis Karousadon; Agios Ioannis Peristeron; Agios Markos; Agios Martinos; Agios Matheos; Agios Nikolaos; Agios Onoufrios; Agios Panteleimon; Agios Prokopios; Agios Rokkos; Agios Stefanos Avlioton; Agios Stefanos Episkepseos; Agios Stefanos Sinion; Agios Vasileios; Agios Vlasios; Agios Vlasios; Agni; Agnitsini; Agrafi; Agros; Aleimmatades; Alepochori; Alepou; Alikes; Alykes; Alykes Potamou; Analipsi; Analipsi; Anapaftiria; Anaplades; Anemomylos; Ano Garouna; Ano Korakiana; Ano Lefkimmi; Ano Mathrakion; Ano Pavliana; Antipernoi; Apolysies; Apraos; Argirades; Arillas Kavvadadon; Arillas Magouladon; Arkadades; Armenades; Aspai; Aspiotades; Astrakari; Avliotes; Avramis; Barbati; Bastatika; Bastounion; Benitses; Boukaris; Chalikounas; Chlomatiana; Chlomos; Chorepiskopi; Chrysiida; Corfu International Airport, ""Ioannis Kapodistrias""; Corfu Island; Corfu Town; Dafnata; Dafni; Dafni; Dafnila; Danilia; Dassia; Deltiatika; Doukades; Dragotina; Drosato; Droseri; Episkepsi; Episkopi; Episkopiana; Ereikoussa; Eriva; Ermones; Estavromenos; Evropouli; Felekas; Fourni; Gardelades; Gardenos; Garitsa; Garnades; Gastouri; Gavrades; Gazatika; Gefyra; Giannades; Gimari; Glyfada; Glyfada; Gousades; Gouvia; Imerolia; Ionian Islands; Ipsos; Kalafationes; Kalami; Kamara; Kanakades; Kanali; Kanoni; Kardamatika; Kariotiko; Karniaris; Karousades; Kassiopi; Kastanea; Kastellanoi; Kastellanoi; Katavolos; Kato Agios Markos; Kato Garouna; Kato Korakiana; Kato Mathrakion; Kato Pavliana; Kato Spileo; Katsouratika; Kavadades; Kavalleraina; Kavalouri; Kavos; Kellia; Kentroma; Khalidhiata; Kira Chrisikou; Klimatia; Kokkini; Kokkinion; Kokkinogia; Kokkokilas; Komianata; Kommeno; Kompitsi; Kontogialos; Kontokali; Kopsokhiladhes; Korakades; Kornata; Kothonikion; Kouknikades; Kouloura; Kounavades; Kouramades; Kouramaditika; Kourkouleika; Kouspades; Kremithas; Kremithos; Krini; Krinias; Kritika; Kynopiastes; Kyprianades; Lafki; Lakones; Lazaratika; Lazareto; Lefkimi; Liapades; Limni; Linia; Liston; Litheres; Lithiasmenos; Livadi; Loukata; Loutses; Magarika; Magoulades; Makrades; Makrata; Manatades; Mantouki; Marathias; Marmaron; Mastoratika; Mathraki; Mega Ydri; Melikia; Melissia; Mengoulas; Mesaria; Messonghi; Messonghi; Molos; Moni Yperagias Theotokou Myrtidion; Moraitika; Neochoraki; Neochori; Nissaki; Nissaki; Notos; Nymfes; Omali; Othoni; Pagi; Palaio Chorio; Palaiokastritsa; Paleochori; Paleokastritsa; Papadatika; Papathanatika; Papoutsiras; Paramonas; Pelekas; Pelekito; Pentati; Perama; Perama; Perithia; Perivoli; Peroulades; Perouli; Petalia; Petriti; Pigi; Pikoulatika; Pilida; Pithos; Plagia; Plakoto; Platonas; Podolakos; Podoriones; Porta; Potamia; Potamion; Potamos; Poulades; Poulimates; Priftiatika; Prinilas; Psachnia; Psaras; Psathylas; Pyrgi; Rachi; Rachtades; Rafalades; Riliatika; Roda; Roda; Roda Karousadon; Roumanades; Roy; Santa; Saoulatika; Sarakinatika; Sfakera; Sgourades; Sgourna; Sidari; Sidari; Sinarades; Skala; Skripero; Sokraki; Soulaiika; Spartera; Spartilas; Staousa; Stavros; Stratia; Strinilas; Strongili; Strongyli Agiou Panteleimona; Temploni; Termenades; Trimodi; Tritsi; Troumpettas; Tsoukalio; Valanio; Varipatades; Vasilatika; Vasilika Agiou Ioannou; Vasilika Peritheias; Vathi; Vatonies; Vatos; Velonades; Vingla; Vinglatouri; Viros; Vistonas; Vitalades; Vitoulades; Vlachatika; Vouni; Vouniatades; Vrachleri; Vraganiotika; Xanthates; Ypsilas; Ypsos; Zygos",,"Ionian Islands",,,partiala
OT-PROP-A-1017,"Parga Beach Resort","Parga, Ionian Coast",Parga,"Acherousia; Agia; Agia Kyriaki; Aidoni; Aidonia; Alonaki; Ammoudia; Ano Skafidoti; Anthousa; Chochla; Chrysogiali; Despotiko; Dikorfo; Eleftheri; Kanalaki; Kastri; Kastropoulo; Katavothra; Kato Despotiko; Kato Skafidoti; Kentali; Kleisoura; Koroni; Koronopoulo; Koryfoula; Koukkouli; Kypseli; Lichnos; Livadari; Loutsa; Margariti; Marnora; Mesopotamo; Milokokia; Morfi; Mouzakaiika; Narkissos; Niokhori; Panagia; Parga; Pyrgi; Sideraioi; Skepasto; Stavrochori; Tampani; Themelo; Trikorfo; Tsekouri; Tsouknida; Tzara; Valanidorachi; Valanidoussa; Vouvopotamos; Xirolofos",,Parga,,,partiala
OT-PROP-A-1019,"Paros Bay","Paros, Cyclades Islands",Cyclades,"Agia Irini; Aliki; Aneratza; Angeria; Chrissi Akti; Cyclades; Dhragoulas; Drios; Ekatondapiliani; Episkopiana; Kamari; Kolibithres; Kolympithres; Kostos; Lefkes; Livadia; Logaras; Marathi; Marmara; Marpissa; Naousa; Naoussa; Nea Cryssi Akti; New Golden Beach; Paraspori; Parasporos; Parikia; Paros Island; Paros National Airport; Piso Livadi; Pounta; Santa Maria; Sarakiniko",,Cyclades,,,partiala
OT-PROP-A-101985,"Poseidon Beach Hotel","Preveza, Ionian Coast",Preveza,"Agia Paraskevi; Agia Triada; Agios Nikolaos; Agios Thomas; Ano Kotsanopoulo; Ano Rachi; Archangelos; Cheimadio; Ekklisies; Epirus; Flampoura; Kamarina; Kampos; Kanali; Kastrosykia; Kato Kotsanopoulo; Kato Myrsini; Kato Revmatia; Kontates; Kryopigi; Louros; Lygia; Mazi; Megadentro; Michalitsi; Myrsini; Mytikas; Nea Sampsounta; Nea Sinopi; Nea Thesi; Neo Sfinoto; Neochori; Neos Oropos; Nikopoli; Oropos; Pantokratoras; Paralia Kanaliou; Polyvryso; Pournari; Preveza; Preveza Region; Profitis Ilias; Psathaki; Revmatia; Riza; Skiadas; Stefani; Trikastro; Vrachos; Vrysoula",,Preveza,,,partiala
OT-PROP-A-1021,"Pedi Beach Hotel",Symi,"Symi Island","Dodecanese; Panormitis; Pedi; Symi Island",,"Symi Island",,,partiala
OT-PROP-A-10218,"Hotel Heliotopos",Santorini,"Santorini Island","Agia Irini; Agia Paraskevi; Agios Georgios; Agrilia; Akrotiri; Cyclades; Emporio; Episkopi; Exo Gialos; Exo Gonia; Exomytis; Finikia; Firostefani; Firá; Imerovigli; Kamari; Karterados; Manolas; Megalochori; Mesaria; Monolithos; Oia; Ormos Korfou; Perissa; Perivolos; Potamos; Pyrgos; Santorini Airport; Santorini Island; Tholos; Vlychada; Vothonas; Vourvoulos",,"Santorini IslandSantorini Airport",,,partiala
OT-PROP-A-1022,"Hersonissos Village","Herakleion, Crete Island","Crete Island","Agia Pelagia; Agios Ioannis Theologos; Agkisaras; Agno; Agriana; Aitania; Analipsi; Anissaras; Anopolis; Aposelemis; Avdhou; Chatzana; Chersonissos - Crete; Crete Island; Drapanos; Elia; Episkopi; Galifa; Galipe; Goniai; Gournes; Gouves; Haraso; Heraklion Region - Crete; Kainouryion Khorion; Kalivomouris; Kalochori; Karteros; Kato Gouves; Kato Vathia; Kera; Khokhlakiai; Kokkini Hani; Koxari; Krasi; Kutulufari; Lagos; Malia; Mokhos; Pano Vathia; Pelekita; Piskopiano; Potamiai; Sfendili; Sgourokefali; Skopela; Skoteinon; Stalida; Stamni; Stavromenos; Vathianos Kambos; Voros; Vrachokipos",,"Crete Island",,,partiala
OT-PROP-A-1024,"Pelekas Monastery",Corfu,"Corfu Island","Acharavi; Achilleion; Afionas; Afionitika; Afra; Agia Aikaterini; Agia Anna; Agia Eleousa; Agia Paraskevi; Agia Pelagia; Agia Triada; Agii Deka; Agii Douli; Agios Athanasios; Agios Dimitrios; Agios Georgios Argyradon; Agios Georgios Armenadon; Agios Georgios Kassiopis; Agios Georgios Pagon; Agios Georgios Virou; Agios Georgis; Agios Gordios; Agios Ilias; Agios Ioannis; Agios Ioannis; Agios Ioannis Karousadon; Agios Ioannis Peristeron; Agios Markos; Agios Martinos; Agios Matheos; Agios Nikolaos; Agios Onoufrios; Agios Panteleimon; Agios Prokopios; Agios Rokkos; Agios Stefanos Avlioton; Agios Stefanos Episkepseos; Agios Stefanos Sinion; Agios Vasileios; Agios Vlasios; Agios Vlasios; Agni; Agnitsini; Agrafi; Agros; Aleimmatades; Alepochori; Alepou; Alikes; Alykes; Alykes Potamou; Analipsi; Analipsi; Anapaftiria; Anaplades; Anemomylos; Ano Garouna; Ano Korakiana; Ano Lefkimmi; Ano Mathrakion; Ano Pavliana; Antipernoi; Apolysies; Apraos; Argirades; Arillas Kavvadadon; Arillas Magouladon; Arkadades; Armenades; Aspai; Aspiotades; Astrakari; Avliotes; Avramis; Barbati; Bastatika; Bastounion; Benitses; Boukaris; Chalikounas; Chlomatiana; Chlomos; Chorepiskopi; Chrysiida; Corfu International Airport, ""Ioannis Kapodistrias""; Corfu Island; Corfu Town; Dafnata; Dafni; Dafni; Dafnila; Danilia; Dassia; Deltiatika; Doukades; Dragotina; Drosato; Droseri; Episkepsi; Episkopi; Episkopiana; Ereikoussa; Eriva; Ermones; Estavromenos; Evropouli; Felekas; Fourni; Gardelades; Gardenos; Garitsa; Garnades; Gastouri; Gavrades; Gazatika; Gefyra; Giannades; Gimari; Glyfada; Glyfada; Gousades; Gouvia; Imerolia; Ionian Islands; Ipsos; Kalafationes; Kalami; Kamara; Kanakades; Kanali; Kanoni; Kardamatika; Kariotiko; Karniaris; Karousades; Kassiopi; Kastanea; Kastellanoi; Kastellanoi; Katavolos; Kato Agios Markos; Kato Garouna; Kato Korakiana; Kato Mathrakion; Kato Pavliana; Kato Spileo; Katsouratika; Kavadades; Kavalleraina; Kavalouri; Kavos; Kellia; Kentroma; Khalidhiata; Kira Chrisikou; Klimatia; Kokkini; Kokkinion; Kokkinogia; Kokkokilas; Komianata; Kommeno; Kompitsi; Kontogialos; Kontokali; Kopsokhiladhes; Korakades; Kornata; Kothonikion; Kouknikades; Kouloura; Kounavades; Kouramades; Kouramaditika; Kourkouleika; Kouspades; Kremithas; Kremithos; Krini; Krinias; Kritika; Kynopiastes; Kyprianades; Lafki; Lakones; Lazaratika; Lazareto; Lefkimi; Liapades; Limni; Linia; Liston; Litheres; Lithiasmenos; Livadi; Loukata; Loutses; Magarika; Magoulades; Makrades; Makrata; Manatades; Mantouki; Marathias; Marmaron; Mastoratika; Mathraki; Mega Ydri; Melikia; Melissia; Mengoulas; Mesaria; Messonghi; Messonghi; Molos; Moni Yperagias Theotokou Myrtidion; Moraitika; Neochoraki; Neochori; Nissaki; Nissaki; Notos; Nymfes; Omali; Othoni; Pagi; Palaio Chorio; Palaiokastritsa; Paleochori; Paleokastritsa; Papadatika; Papathanatika; Papoutsiras; Paramonas; Pelekas; Pelekito; Pentati; Perama; Perama; Perithia; Perivoli; Peroulades; Perouli; Petalia; Petriti; Pigi; Pikoulatika; Pilida; Pithos; Plagia; Plakoto; Platonas; Podolakos; Podoriones; Porta; Potamia; Potamion; Potamos; Poulades; Poulimates; Priftiatika; Prinilas; Psachnia; Psaras; Psathylas; Pyrgi; Rachi; Rachtades; Rafalades; Riliatika; Roda; Roda; Roda Karousadon; Roumanades; Roy; Santa; Saoulatika; Sarakinatika; Sfakera; Sgourades; Sgourna; Sidari; Sidari; Sinarades; Skala; Skripero; Sokraki; Soulaiika; Spartera; Spartilas; Staousa; Stavros; Stratia; Strinilas; Strongili; Strongyli Agiou Panteleimona; Temploni; Termenades; Trimodi; Tritsi; Troumpettas; Tsoukalio; Valanio; Varipatades; Vasilatika; Vasilika Agiou Ioannou; Vasilika Peritheias; Vathi; Vatonies; Vatos; Velonades; Vingla; Vinglatouri; Viros; Vistonas; Vitalades; Vitoulades; Vlachatika; Vouni; Vouniatades; Vrachleri; Vraganiotika; Xanthates; Ypsilas; Ypsos; Zygos",,"Corfu IslandCorfu International Airport, ""Ioannis Kapodistrias""Corfu Town",,,partiala
OT-PROP-A-1027,"Nissaki Boutique Hotel",Mykonos,"Mykonos Island","Aggelika; Agios Ioannis Diakoftis; Agios Lazaros; Agios Sostis; Agios Stefanos; Agrari; Alefkandra; Aleomantra; Amygdalidi; Ano Mera; Ano Myloi; Argyraina; Baos; Choulakia; Costa Ilios; Cyclades; Dilos Island; Drafaki; Drakouri; Elia; Famprika; Faros Armenistis; Fournakia; Glastros; Glyfadi; Kalafati; Kalo Livadi; Kaminakia; Kanalia; Kastro; Kato Myloi; Klouvas; Korfos; Lakka; Limni; Megali Ammos; Mikonos Island, Mikonos Airport; Mikri Venetia; Mykonos Chora; Mykonos Island; Ornos; Panormos; Peteinaros; Platys Gialos; Plintri; Psarou; Scholi Kalon Technon; Skalado; Tagkou; Tourlos; Vothonas; Vrysi",,"Mykonos IslandMykonos Chora",,,partiala
OT-PROP-A-102792,"Litohoro Olympus Resort Villas & Spa","Olympus Riviera, Pieria","Olympic Riviera - Pieria","Agios Spyridon; Anatolikos Olympos; Ano Skotina; Dion; Kalyvia Varikou; Karitsa; Kontariotissa; Leptokaria (Pieria); Leptokarya; Lithochoro (Pieria); Litochoro; Nea Efesos; Nea Mesagkala; Neoi Poroi; Olympic Riviera - Pieria; Palaia Leptokarya; Palaios Panteleimonas; Papapouli; Pieria - Olympos; Platamonas; Platanakia; Poroi; Skala Litochorou; Skala Skotinas; Skala Stolou; Skotina; Synoikismos Panteleimonos; Vrontou",,,,"Olympic Riviera - Pieria",mapare
OT-PROP-A-1028,"Petradi Beach Hotel","Rethymno, Crete Island","Crete Island","Adele; Adelianos Kampos; Agia Irini; Agia Paraskevi Rethymnis; Agia Triada; Agios Andreas; Agios Dimitrios; Agios Georgios Agiou Konstantinou; Agios Georgios Armenon; Agios Konstantinos; Agios Markos; Agios Nikolaos; Agna; Alones; Amnatos; Ampelaki; Ano Malaki; Ano Valsamonero; Ano Viranepiskopi; Anogia; Archaia Eleftherna; Archontiki; Argyroupoli; Arkadi Monastery; Armeni; Arolithi; Asterion; Atsipopoulo; Bezeriana Metochia; Chamalevri; Charkia; Chromonastiri; Crete Island; Eleftherna; Episkopi; Erfoi; Foteinos; Fradzeskiana Metohia; Gallos; Geni; Gerani; Giannoudi; Gonia; Goulediana; Irfani; Kallithea; Kalonyktis; Kapediana; Kapsaliana; Kare; Karoti; Kastellakia; Kastellos; Kato Malaki; Kato Poros; Kato Valsamonero; Kavousi; Koufi; Koumi; Koumpes; Kyrianna; Loutra; Magnisia; Maroulas; Maroulou; Mastampas; Megalo Metochi; Mesi; Mikro Metochi; Mili; Misiria; Monopari; Mountros; Myriokefala; Myrthios Selliou; Oros; Pagalochori; Palailimnos; Palia Poli Rethymnou; Pano Armenoi; Panorama; Perivolia; Petres; Pigi; Pigianos Kampos; Pikris; Platanes; Prasies; Prinedes; Prines; Prinos; Rethimno Region - Crete; Rethimnon City - Crete; Roumpado; Roupes; Roussospiti; Roustika; Saitoures; Sellion; Sfakaki; Skaleta; Skouloufia; Sochora; Somatas; Stavromenos Rethymnis; Tria Monastiria; Tsesmes; Vederi; Velonado; Vilandredo; Violi Charaki; Viranepiskopi; Xiro Chorio; Zouridi",,"Crete Island",,,partiala
OT-PROP-A-102882,"The Marblous Athens",Athens,"Athens Center","Agia Eleousa; Agia Filothei; Agia Paraskevi; Agia Varvara; Agiannis; Agii Anargyri; Agios Dimitrios; Agios Fanourios; Agios Ioannis Rentis; Alimos; Amfiali; Amfithea; Anagennisi; Argyroupoli; Astythea; Athens & Coast; Athens Center; Attiki - Argosaronikos; Ayios Ioannis Kareas; Chaidari; Chalandri; Charokopou; Cholargos; Dafni; Dafni; Dasos; Dimodidaskalon; Drapetsona; Egaleo; Elaionas; Faros; Filothei; Galatsi; Ierapoli; Ilion; Ilioupoli; Irákleio; Kaisariani; Kallithea; Kalogreza; Kamatero; Kato Aigaleo; Keratsini; Komnina; Kontopefko; Kopi; Korydallos; Lioumi; Lofos Filaretou; Lofos Sikelias; Monastiraki; Moschato; Nea Chalkidona; Nea Filadelfia; Nea Fokaia; Nea Ionia; Nea Khalkidhon; Nea Smyrni; Nea Zoi; Nea Zoi; Neo Aigaleo; Neo Iraklio; Neo Psychiko; Neratziotissa; Nikaia; Ntamarakia; Paleo Faliro; Papagou; Paradeisos; Paradeisos Amarousiou; Patisia; Peristeri; Peronia; Petroupolis; Piraeus; Psychiko; Rizopolis; Sotiraki; Sourmena; Tavros; Terpsithea; Trakhones; Tsakos; Tzitzifies; Vlitikos Stathmos; Vyronas; Ymittos; Ymittos Athens",,"Athens CenterYmittos AthensAthens & Coast",,,partiala
